dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,attack_types
29,255,1,0,0.03,0.05,0,0,0,0,0
255,14,0.05,0.07,0.01,0,1,1,0,0,1
255,255,1,0,0,0,0,0,0,0,0
255,253,0.99,0.01,0,0,0,0,0,0,0
158,40,0.25,0.03,0.01,0,0,0,0,0,0
255,14,0.05,0.05,0,0,1,1,0,0,1
255,2,0.01,0.51,0.87,0,0,0,0,0,0
255,1,0,0.82,1,0,0,0,1,1,1
255,14,0.05,0.07,0,0,0,0,1,1,1
255,2,0.01,0.73,0.35,0,0.03,0,0.62,0,1
255,1,0,0.08,0,0,1,1,0,0,1
255,9,0.04,0.07,0,0,1,1,0,0,1
255,2,0.01,0.85,1,0,0,0,0,0,0
255,12,0.05,0.08,0,0,1,1,0,0,1
170,96,0.43,0.42,0.01,0.02,0,0,0.41,0.04,0
255,58,0.23,0.04,0,0,1,1,0,0,1
18,161,0.83,0.17,0.06,0.01,0,0,0,0,0
29,141,0.24,0.07,0.03,0.01,0.93,0.05,0,0,1
10,255,1,0,0.1,0.07,0,0,0,0,0
255,4,0.02,0.07,0,0,1,1,0,0,1
255,18,0.07,0.07,0,0,1,1,0,0,1
255,255,1,0,0.01,0,0,0,0,0,0
126,5,0.04,0.03,0.01,0,0,0,0,0,0
104,255,1,0,0.01,0.04,0.01,0,0,0,0
39,255,1,0,0.03,0.07,0,0,0,0,0
8,255,1,0,0.12,0.04,0,0,0,0,0
255,2,0.01,0.07,0,0,1,1,0,0,1
255,242,0.95,0.01,0,0,0,0,0,0,0
255,15,0.06,0.07,0.01,0,1,1,0,0,1
1,17,1,0,1,0.24,0,0,0,0,1
1,28,1,0,1,0.54,0,0,0,0,1
79,255,1,0,0.01,0.05,0,0,0,0,0
255,9,0.04,0.08,0,0,1,1,0,0,1
43,255,1,0,0.02,0.07,0,0,1,0.97,0
151,151,1,0,1,0,0,0,0,0,0
19,1,0.05,1,0.05,0,0,0,0.84,1,1
255,7,0.03,0.05,0,0,1,1,0,0,1
255,7,0.03,0.07,0,0,0,0,1,1,1
255,15,0.06,0.07,0,0,1,1,0,0,1
101,98,0.97,0.02,0.01,0,0,0,0,0,0
255,16,0.06,0.07,0,0,0,0,1,1,1
119,187,0.73,0.04,0.01,0.01,0,0,0,0,0
115,255,1,0,0.01,0.02,0,0,0,0,0
255,2,0.01,0.08,0,0,1,1,0,0,1
255,18,0.07,0.07,0,0,1,1,0,0,1
49,255,1,0,0.02,0.04,0,0,0,0,0
255,255,1,0,1,0,0,0,0,0,1
255,6,0.02,0.06,0,0,1,1,0,0,1
9,255,1,0,0.11,0.05,0,0,0,0,0
1,225,1,0,1,0.25,0,0,0,0,1
255,2,0.01,0.05,0,0,1,1,0,0,1
255,13,0.05,0.05,0,0,1,1,0,0,1
255,17,0.07,0.07,0,0,1,1,0,0,1
255,250,0.98,0.01,0,0,0,0,0.01,0.01,0
1,1,1,0,1,0,0,0,0,0,0
135,96,0.71,0.02,0.01,0,0,0,0,0,0
255,17,0.07,0.05,0,0,1,1,0,0,1
16,255,1,0,0.06,0.01,0,0,0,0,0
255,254,1,0.01,0,0,0,0,0,0,0
23,255,1,0,0.04,0.01,0,0,0,0,0
237,65,0.27,0.02,0,0,0,0,0.01,0,1
255,20,0.08,0.07,0,0,0,0,1,1,1
255,224,0.88,0.01,0,0,0,0,0,0,0
129,12,0.09,0.04,0.01,0,0.02,0.25,0,0,0
83,1,0.01,0.08,0.23,0,0,0,0,0,0
1,255,1,0,1,0.5,0,0,0,0,1
29,255,1,0,0.03,0.01,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
255,12,0.05,0.07,0,0,1,1,0,0,1
255,255,1,0,0,0,0,0,0,0,0
255,2,0.01,0.28,0.56,0,0,0,0.56,1,1
255,18,0.07,0.05,0,0,1,1,0,0,1
114,44,0.15,0.04,0.15,0.05,0,0,0,0,0
100,63,0.33,0.04,0.33,0.03,0,0,0,0,0
255,4,0.02,0.07,0,0,1,1,0,0,1
178,8,0.04,0.09,0.01,0.25,0.01,0,0,0,0
255,22,0.09,0.05,0,0,1,1,0,0,1
255,255,1,0,0,0,0,0,0,0,0
255,17,0.07,0.06,0,0,1,1,0,0,1
255,1,0,0.06,0,0,1,1,0,0,1
11,14,1,0,0.09,0.14,0,0.14,0,0.07,0
255,18,0.07,0.07,0,0,1,1,0,0,1
1,33,1,0,1,1,0,0,0,0,1
255,255,1,0,0,0,0,0,0,0,0
255,2,0.01,0.68,1,0,0,0,1,1,1
155,11,0.07,0.1,0.01,0,1,1,0,0,1
68,68,1,0,0.01,0,0,0,0.03,0.03,1
255,255,1,0,0,0,0,0,0,0,0
255,12,0.05,0.07,0,0,0,0,1,1,1
255,255,1,0,0,0,0,0,0,0,0
255,1,0,0.08,0,0,0,0,1,1,1
9,255,1,0,0.11,0.03,0,0,0,0,0
135,60,0.44,0.02,0.01,0,0,0,0,0,0
9,255,1,0,0.11,0.01,0,0,0,0,0
255,6,0.02,0.05,0,0,1,1,0,0,1
62,2,0.02,1,0.02,1,0,0,0.92,1,1
12,255,1,0,0.08,0.04,0,0,0,0,0
110,78,0.71,0.09,0.01,0,0.02,0.01,0,0,0
214,214,1,0,0,0,0,0,0.01,0.01,1
1,255,1,0,1,0.01,0,0,0,0,0
255,1,0,0.7,0.7,0,0,0,0.69,1,1
255,1,0,0.51,1,0,0,0,1,1,1
34,255,1,0,0.03,0.05,0,0,0,0,0
255,11,0.04,0.07,0,0,1,1,0,0,1
255,23,0.09,0.05,0,0,1,1,0,0,1
255,4,0.02,0.05,0,0,1,1,0,0,1
255,9,0.04,0.07,0,0,1,1,0,0,1
234,255,1,0,0,0.01,0,0,0,0,0
255,16,0.06,0.07,0,0,0,0,1,1,1
255,1,0,0.69,0.96,0,0,0,0,0,0
255,1,0,1,1,0,0,0,1,1,1
255,1,0,0.57,0.95,0,0,0,0,0,0
21,255,1,0,0.05,0.02,0,0,0,0,0
255,5,0.02,0.08,0,0,1,1,0,0,1
37,29,0.24,0.14,0.24,0.07,0,0,0,0,0
26,255,1,0,0.04,0.03,0,0,0,0,0
7,255,1,0,0.14,0.03,0,0,0,0,0
255,11,0.04,0.06,0,0,1,1,0,0,1
230,255,1,0,0,0.02,0,0,0,0,0
255,2,0.01,0.07,0,0,1,1,0,0,1
17,255,1,0,0.06,0.04,0,0.01,0,0,0
255,255,1,0,0,0,0,0,0,0,0
179,1,0.01,0.17,0.33,0,0,0,0.33,1,1
255,1,0,0.64,0.94,0,0,0,0,0,0
255,15,0.06,0.05,0,0,1,1,0,0,1
255,1,0,0.07,0,0,1,1,0,0,1
255,6,0.02,0.08,0,0,1,1,0,0,1
212,4,0.02,0.07,0,0,1,1,0,0,1
108,255,1,0,0.01,0.05,0,0,0,0,0
255,1,0,0.32,0.78,0,0.51,1,0.27,0,1
53,255,1,0,0.02,0.06,0,0,0,0,0
2,255,1,0,1,0.5,0,0,0,0,1
255,254,1,0.01,0,0,0,0,0,0,0
255,240,0.94,0.01,0.28,0,0,0,0,0,0
168,255,1,0,0.01,0.01,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
120,105,0.88,0.03,0.01,0,0,0,0,0,0
255,239,0.94,0.02,0,0,0,0,0,0,0
255,9,0.04,0.05,0,0,1,1,0,0,1
67,178,0.99,0.03,0.01,0.01,0,0,0,0,0
255,1,0,1,0,0,0.22,0,0.77,1,1
255,8,0.03,0.06,1,0,0,0,0,0,1
3,255,1,0,0.33,0.01,0,0,0,0,0
74,255,1,0,0.01,0.05,0.01,0,0,0,0
255,16,0.06,0.08,0,0,1,1,0,0,1
255,88,0.35,0.02,0.35,0,0,0,0,0,1
255,17,0.07,0.07,0,0,0,0,1,1,1
254,70,0.28,0.02,0,0,0,0,0,0,0
143,110,0.77,0.01,0.25,0,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
255,12,0.05,0.06,0,0,1,1,0,0,1
63,79,0.25,0.06,0.25,0.03,0,0,0,0,0
255,15,0.06,0.07,0,0,0,0,1,1,1
4,4,1,0,0.25,0,0,0,0,0,1
255,255,1,0,0,0,0,0,0,0,0
8,255,1,0,0.12,0.03,0,0.02,0.38,0.03,0
214,192,0.72,0.02,0,0.01,0,0,0,0,0
133,73,0.55,0.02,0.01,0,0.98,0.97,0,0,1
255,17,0.07,0.05,0,0,1,1,0,0,1
1,90,1,0,1,0.24,0,0,1,1,0
255,245,0.96,0.01,0.01,0,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
41,255,1,0,0.02,0.04,0,0,0,0,0
255,2,0.01,0.57,0.96,0,0,0,0,0,0
255,254,1,0.01,0,0,0,0,0,0,0
255,15,0.06,0.01,0.09,0,0,0,0,0,0
255,6,0.02,0.07,0,0,1,1,0,0,1
255,13,0.05,0.07,0,0,1,1,0,0,1
4,4,1,0,0.25,0,0.25,0.25,0.75,0.75,1
100,3,0.01,0.04,0.01,0.67,0,0,0,0,0
133,255,1,0,0.01,0.01,0,0,0,0,0
255,19,0.07,0.01,0.35,0,0,0,0,0,0
255,14,0.05,0.06,0,0,1,1,0,0,1
3,255,1,0,0.33,0.03,0.33,0,0,0,0
255,1,0,0.48,0.42,0,0.11,0,0.42,1,1
255,2,0.01,0.06,0,0,1,1,0,0,1
1,216,1,0,1,0.01,0,0,0,0.2,0
85,84,0.99,0.02,0.01,0,0,0,0,0,0
36,255,1,0,0.03,0.02,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
255,2,0.01,0.55,0.92,0,0,0,0,0,0
255,5,0.02,0.1,0,0,1,1,0,0,1
62,55,0.08,0.05,0.08,0.05,0,0,0,0,0
255,66,0.26,0.01,0.26,0,0,0,0,0,1
255,1,0,0.06,0,0,0,0,1,1,1
1,1,1,0,1,0,0,0,0,0,0
255,16,0.06,0.07,0,0,1,1,0,0,1
255,1,0,0.59,0,0,0.03,0,0.3,1,1
255,27,0.11,0.06,0,0,0,0,1,1,1
255,255,1,0,0.01,0,0,0,0,0,0
255,20,0.08,0.07,0,0,1,1,0,0,1
255,3,0.01,0.06,0,0,1,1,0,0,1
190,255,1,0,0.01,0.03,0.01,0,0,0,0
255,37,0.15,0.05,0,0,1,1,0,0,1
255,246,0.96,0.01,0.01,0,0,0,0,0,0
3,22,1,0,1,0.14,0,0,0,0,1
255,20,0.08,0.05,0,0,1,1,0,0,1
255,29,0.11,0.01,0.54,0,0,0,0,0,0
67,177,0.69,0.06,0.01,0.01,0,0,0,0,0
255,196,0.77,0.01,0,0,0,0,0,0,0
255,254,1,0.01,0,0,0,0,0,0,0
221,147,0.67,0.02,0,0,0,0,0,0,0
255,17,0.07,0.08,0,0,1,1,0,0,1
255,5,0.02,0.07,0,0,1,1,0,0,1
255,255,1,0,0,0,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
175,175,1,0,0.01,0,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
114,76,0.67,0.03,0.01,0,0,0,0,0,0
11,255,1,0,0.09,0.05,0,0,0,0,0
255,2,0.01,0.07,0,0,0,0,1,1,1
255,20,0.08,0.06,0,0,0,0,1,1,1
59,255,1,0,0.02,0.02,0,0,0,0,0
45,29,0.64,0.07,0.02,0,0,0,0,0,0
21,255,1,0,0.05,0.03,0,0.01,0,0,0
58,22,0.38,0.1,0.02,0,0.97,1,0,0,1
255,11,0.04,0.06,0,0,1,1,0,0,1
164,8,0.03,0.04,0.01,0.25,0,0,0,0,0
255,118,0.46,0.01,0.46,0,0,0,0,0,1
255,1,0,0.08,0,0,1,1,0,0,1
255,15,0.06,0.07,0,0,1,1,0,0,1
187,52,0.28,0.02,0.28,0,0,0,0,0,0
255,7,0.03,0.07,0,0,1,1,0,0,1
23,255,1,0,0.04,0.03,0,0,0,0,0
60,255,1,0,0.02,0.01,0,0,0,0,0
152,189,0.65,0.02,0.01,0.01,0,0,0,0,0
255,67,0.26,0.04,0.26,0,0.16,0,0.02,0,1
255,255,1,0,0,0,0,0,0,0,0
255,4,0.02,0.07,0,0,1,1,0,0,1
255,3,0.01,0.06,0,0,1,1,0,0,1
3,158,1,0,0.33,0.13,0,0,1,1,0
255,12,0.05,0.06,0,0,1,1,0,0,1
255,18,0.07,0.05,0,0,1,1,0,0,1
118,118,1,0,0.01,0,0,0,0.02,0.02,1
66,1,0.02,0.32,0.27,0,0.09,0,0.27,1,1
255,15,0.06,0.07,0,0,0,0,1,1,1
255,27,0.11,0.02,0.11,0,0,0,0,0,1
1,183,1,0,1,0.5,0,0,0,0,1
27,51,0.19,0.11,0.07,0.04,0.93,0.1,0,0,1
255,7,0.03,0.06,0,0,1,1,0,0,1
121,96,0.41,0.04,0.01,0.02,0,0,0,0,0
255,10,0.04,0.07,0,0,0,0,1,1,1
5,255,1,0,0.2,0.02,0,0.01,0,0,0
255,10,0.04,0.09,0,0,1,1,0,0,1
255,19,0.07,0.06,0,0,0,0,1,1,1
77,255,1,0,0.01,0.02,0.01,0,0,0,0
5,16,1,0,1,0.12,0,0,0,0,1
255,18,0.07,0.05,0,0,1,1,0,0,1
255,5,0.02,0.07,0,0,1,1,0,0,1
255,11,0.04,0.07,0,0,1,1,0,0,1
49,255,1,0,0.02,0.05,0.02,0,0,0,0
176,255,1,0,0.01,0.01,0,0,0,0,0
255,2,0.01,0.51,0.86,0,0,0,0,0,0
255,17,0.07,0.06,0,0,1,1,0,0,1
255,2,0.01,0.73,1,0,0,0,1,1,1
8,27,1,0,1,0.11,0,0,0,0,1
235,2,0.01,0.15,0.28,0,0.01,0,0.49,1,1
255,41,0.16,0.02,0,0,0,0,0,0,0
255,18,0.07,0.06,0,0,1,1,0,0,1
2,129,1,0,1,0.5,0,0,0,0,1
38,255,1,0,0.03,0.02,0,0.02,0,0,0
151,30,0.2,0.03,0.2,0,0,0,0,0,0
67,114,0.24,0.1,0.01,0.03,0,0,0,0,0
255,2,0.01,0.66,1,0,0,0,1,1,1
255,253,0.99,0.01,0,0,0,0,0,0,0
255,219,0.86,0.01,0.86,0,0,0,0,0,1
255,11,0.04,0.07,0.01,0,1,1,0,0,1
193,255,1,0,0.01,0.01,0,0,0,0,0
255,25,0.1,0.05,0,0,1,1,0,0,1
255,255,1,0,0,0,0,0,0,0,0
255,12,0.05,0.06,0,0,1,1,0,0,1
255,13,0.05,0.07,0,0,1,1,0,0,1
255,20,0.08,0.07,0,0,1,1,0,0,1
255,4,0.02,0.09,0,0,1,1,0,0,1
255,3,0.01,0.08,0,0,1,1,0,0,1
255,255,1,0,0,0,0,0,0,0,0
255,10,0.04,0.08,0,0,1,1,0,0,1
137,44,0.32,0.04,0.32,0,0,0,0,0,0
59,255,1,0,0.02,0.03,0,0,0,0,0
255,13,0.05,0.01,0,0,0,0,0.05,0,0
173,1,0.01,0.06,0.32,0,0.01,0,0,0,0
44,21,0.48,0.07,0.48,0,0,0,0,0,0
115,78,0.68,0.03,0.01,0,0.01,0.01,0,0,0
164,28,0.17,0.03,0.17,0,0,0,0,0,0
255,17,0.07,0.07,0,0,0,0,1,1,1
255,1,0,0.52,1,0,0,0,1,1,1
255,7,0.03,0.07,0,0,1,1,0,0,1
51,255,1,0,0.02,0.02,0,0,0,0,0
255,14,0.05,0.08,0,0,1,1,0,0,1
255,245,0.96,0.01,0,0,0,0,0,0,0
255,2,0.01,0.07,0,0,1,1,0,0,1
255,255,1,0,0,0,0,0,0,0,0
176,142,0.62,0.02,0.01,0.01,0,0,0.01,0.02,0
255,54,0.21,0.04,0.01,0,1,1,0,0,1
168,255,1,0,0.01,0.01,0.01,0.01,0,0,0
191,191,1,0,1,0,0,0,0,0,0
25,255,1,0,0.04,0.05,0,0,0,0,0
255,15,0.06,0.08,0,0,1,1,0,0,1
6,255,1,0,0.17,0.04,0,0.01,0,0,0
255,255,1,0,0,0,0,0,0,0,0
137,116,0.47,0.03,0.01,0.02,0,0,0.03,0.04,0
255,1,0,0.68,0.67,0,0,0,0.67,1,1
255,2,0.01,0.06,0,0,1,1,0,0,1
2,255,1,0,0.5,0.02,0,0,0,0,0
255,17,0.07,0.06,0,0,1,1,0,0,1
12,255,1,0,0.08,0.04,0,0,0,0,0
22,255,1,0,0.05,0.05,0,0,0,0,0
2,129,1,0,1,0.5,0,0,0,0,1
129,117,0.45,0.02,0.45,0.02,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
255,1,0,0.33,0,0,0,0,0.29,1,1
255,255,1,0,0,0,0,0,0,0,0
255,6,0.02,0.07,0,0,1,1,0,0,1
255,237,0.93,0.01,0.01,0,0,0,0,0,0
255,2,0.01,0.07,0,0,0,0,1,1,1
3,255,1,0,0.33,0.06,0,0,0,0,0
255,17,0.07,0.08,0,0,1,1,0,0,1
255,196,0.77,0.02,0,0,0,0,0,0,0
94,70,0.74,0.03,0.74,0,0,0,0,0,0
24,9,0.38,0.08,0.04,0,0.12,0.33,0.17,0.44,0
53,1,0.02,0.15,0.09,0,0.11,0,0.09,1,1
22,255,1,0,0.05,0.04,0,0,0,0,0
255,4,0.02,0.05,0,0,1,1,0,0,1
255,255,1,0,0,0,0,0,0,0,0
255,5,0.02,0.07,0,0,1,1,0,0,1
255,9,0.04,0.05,0,0,1,1,0,0,1
255,255,1,0,0,0,0,0,0,0,0
255,63,0.25,0.02,0.01,0,1,1,0,0,1
255,87,0.34,0.03,0,0,0.01,0.02,0,0,0
255,214,0.84,0.02,1,0,0,0,0,0,1
255,9,0.04,0.07,0,0,1,1,0,0,1
255,2,0.01,0.09,0,0,1,1,0,0,1
42,255,1,0,0.02,0.03,0,0,0,0,0
255,9,0.04,0.09,0,0,1,1,0,0,1
255,4,0.02,0.09,0,0,1,1,0,0,1
145,5,0.03,0.02,0.01,0,0,0,0,0,0
243,98,0.4,0.01,0.4,0,0,0,0,0,1
255,18,0.07,0.02,0.07,0,0,0,0.72,0,1
255,6,0.02,0.07,0,0,0,0,1,1,1
255,243,0.95,0.01,0,0,0,0,0,0,0
47,12,0.09,0.06,0.02,0.25,0,0,0,0.08,0
255,27,0.11,0.05,0,0,1,1,0,0,1
255,21,0.08,0.05,0,0,1,1,0,0,1
24,126,1,0,0.04,0.02,0,0,0,0,0
255,238,0.93,0.01,0,0,0,0,0,0,0
12,255,1,0,0.08,0.07,0,0,0,0,0
98,78,0.33,0.05,0.33,0.04,0,0,0,0,0
65,255,1,0,0.02,0.04,0,0,0,0,0
255,21,0.08,0.05,0,0,1,1,0,0,1
255,2,0.01,0.07,0,0,1,1,0,0,1
34,255,1,0,0.03,0.05,0,0,0.94,0.97,0
255,10,0.04,0.08,0,0,1,1,0,0,1
1,17,1,0,1,0.53,0,0,0,0,1
255,9,0.04,0.06,0,0,1,1,0,0,1
255,10,0.04,0.07,0,0,1,1,0,0,1
255,10,0.04,0.05,0,0,1,1,0,0,1
255,14,0.05,0.07,0,0,1,1,0,0,1
104,255,1,0,0.01,0.03,0,0.01,0.01,0.03,0
255,255,1,0,0,0,0,0,0,0,0
255,3,0.01,0.06,0,0,1,1,0,0,1
255,2,0.01,0.08,0,0,1,1,0,0,1
255,16,0.06,0.06,0,0,0,0,1,1,1
119,1,0.01,0.13,0.01,0,0,0,0.03,1,1
153,255,1,0,0.01,0.01,0,0,0,0,0
28,255,1,0,0.04,0.23,0,0,1,1,0
208,1,0,0.77,0.77,0,0.03,0,0.63,1,1
28,255,1,0,0.04,0.04,0,0,0.46,0.06,0
122,104,0.43,0.05,0.01,0.02,0.01,0.01,0.01,0,0
89,97,0.53,0.07,0.01,0.02,0,0,0,0,0
1,169,1,0,1,0.25,0,0,0,0,1
18,17,0.94,0.11,0.06,0,0,0,0,0,0
255,1,0,0.05,0,0,1,1,0,0,1
255,13,0.05,0.06,0,0,1,1,0,0,1
60,130,0.42,0.05,0.02,0.02,0,0,0,0,0
255,255,1,0,1,0,0,0,0,0,1
3,80,1,0,1,0.26,0,0,0,0,1
255,1,0,0.51,1,0,0,0,1,1,1
255,1,0,0.07,0,0,1,1,0,0,1
255,1,0,0.81,0,0,0.05,0,0.71,1,1
255,247,0.97,0.01,0,0,0,0,0,0,0
255,2,0.01,0.14,0.25,0,0,0,0.85,1,1
255,1,0,0.66,0.98,0,0,0,0,0,0
13,255,1,0,0.08,0.11,0,0,1,0.81,0
255,18,0.07,0.06,0,0,1,1,0,0,1
255,255,1,0,0,0,0,0,0,0,0
255,4,0.02,0.07,0,0,1,1,0,0,1
20,255,1,0,0.05,0.04,0,0,0,0,0
255,1,0,0.25,0.23,0,0,0,0.24,1,1
255,255,1,0,1,0,0,0,0,0,1
255,1,0,0.07,0,0,1,1,0,0,1
255,21,0.08,0.05,0,0,1,1,0,0,1
255,51,0.2,0.02,0.01,0,1,1,0,0,1
2,255,1,0,1,0.25,0,0,0,0,1
255,11,0.04,0.06,0,0,1,1,0,0,1
255,23,0.09,0.06,0,0,1,1,0,0,1
93,8,0.09,0.12,0.01,0,1,1,0,0,1
255,255,1,0,0,0,0,0,0.32,0.32,0
255,18,0.07,0.09,0,0,0,0,1,1,1
1,153,1,0,1,0.5,0,0,0,0,1
42,255,1,0,0.02,0.06,0,0,0,0,0
198,255,1,0,0.01,0.01,0,0,0,0,0
223,57,0.26,0.02,0.01,0,0.99,0.96,0,0,1
255,255,1,0,0,0,0,0,0,0,0
255,3,0.01,0.06,0,0,1,1,0,0,1
2,92,1,0,0.5,0.09,0,0,1,1,0
255,1,0,0.06,0,0,1,1,0,0,1
255,14,0.05,0.07,0,0,1,1,0,0,1
255,3,0.01,0.07,0,0,1,1,0,0,1
255,12,0.05,0.07,0,0,0,0,1,1,1
255,8,0.03,0.09,0,0,1,1,0,0,1
255,255,1,0,0,0,0,0,0,0,0
2,255,1,0,0.5,0.02,0.5,0,0,0,0
255,3,0.01,0.08,0,0,0,0,1,1,1
2,19,0.5,1,0.5,0.11,0,0,0,0,0
13,255,1,0,0.08,0.04,0,0,0,0,0
6,255,1,0,0.17,0.02,0,0,0,0,0
71,255,1,0,0.01,0.02,0,0,0,0,0
255,251,0.98,0.01,0,0,0,0,0,0,0
255,16,0.06,0.07,0,0,0,0,1,1,1
24,11,0.46,0.12,0.04,0,0.92,1,0,0,1
255,16,0.06,0.02,0,0,0.93,0,0,0,0
42,75,0.33,0.1,0.33,0.03,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
247,255,1,0,0,0.01,0,0,0,0,0
255,62,0.24,0.02,0.01,0,1,1,0,0,1
255,11,0.04,0.07,0,0,0,0,1,1,1
255,16,0.06,0.06,0,0,0,0,1,1,1
255,9,0.04,0.06,0,0,1,1,0,0,1
255,251,0.98,0.01,0,0,0,0,0,0,0
78,24,0.23,0.05,0.01,0.08,1,0.75,0,0,1
255,242,0.95,0.01,0.01,0,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
255,109,0.43,0.04,0,0,0.14,0,0.02,0,0
255,130,0.51,0.02,0,0,0,0.01,0,0,0
30,30,1,0,1,0,0,0,0,0,1
1,30,1,0,1,0.1,0,0,0,0,0
255,15,0.06,0.06,0,0,0,0,1,1,1
118,9,0.08,0.08,0.01,0,0.98,1,0,0,1
1,154,1,0,1,0.01,0,0.01,0,0,0
255,249,0.98,0.01,0.01,0,0,0,0,0,0
75,53,0.71,0.07,0.01,0,0,0,0,0,0
255,1,0,1,0,0,0.2,1,0.8,0,1
27,255,1,0,0.04,0.03,0,0,0,0,0
255,5,0.02,0.08,0,0,0,0,1,1,1
255,22,0.09,0.06,0,0,1,1,0,0,1
255,15,0.06,0.08,0,0,1,1,0,0,1
111,55,0.33,0.05,0.33,0.04,0,0,0,0,0
255,225,0.88,0.01,0,0,0,0,0,0,0
79,24,0.3,0.05,0.3,0,0,0,0,0,0
233,171,0.73,0.02,0,0,0,0,0,0,0
255,255,1,0,0.01,0,0,0,0,0,0
255,255,1,0,1,0,0,0,0,0,1
10,255,1,0,0.1,0.09,0,0,0,0,0
255,250,0.98,0.01,0.98,0,0,0,0,0,1
11,4,0.36,0.18,0.09,0,0,0,0.36,1,0
255,65,0.25,0.02,0,0,0.8,0.92,0,0,0
141,49,0.28,0.03,0.28,0.04,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
255,6,0.02,0.01,0.11,0,0,0,0,0,0
214,155,0.72,0.01,0,0,0,0,0.72,1,0
113,255,1,0,0.01,0.02,0.01,0.01,0,0,0
255,255,1,0,0,0,0,0,0,0,0
255,15,0.06,0.06,0,0,1,1,0,0,1
64,255,1,0,0.02,0.03,0,0,0,0,0
255,7,0.03,0.09,0,0,1,1,0,0,1
53,229,1,0,0.02,0.06,0,0,0.08,0.55,0
1,139,1,0,1,0.5,0,0,0,0,1
255,20,0.08,0.07,0,0,1,1,0,0,1
35,255,1,0,0.03,0.06,0,0,0.03,0.06,0
255,7,0.03,0.08,0,0,1,1,0,0,1
255,2,0.01,0.73,1,0,0,0,1,1,1
255,6,0.02,0.05,0,0,1,1,0,0,1
255,7,0.03,0.07,0,0,1,1,0,0,1
255,16,0.06,0.06,0.01,0,0.67,0.06,0.01,0.12,0
26,255,1,0,0.04,0.04,0,0,0,0,0
255,7,0.03,0.07,0,0,1,1,0,0,1
255,5,0.02,0.07,0,0,1,1,0,0,1
5,255,1,0,0.2,0.05,0,0.01,0,0,0
255,13,0.05,0.08,0,0,1,1,0,0,1
148,148,1,0,1,0,0,0,0,0,0
209,255,1,0,0,0.02,0,0,0,0,0
255,19,0.07,0.06,0,0,1,1,0,0,1
137,5,0.04,0.08,0.01,0,0,0,1,1,1
1,255,1,0,1,0.04,0,0.01,0,0,0
255,255,1,0,0,0,0,0,0,0,0
255,13,0.05,0.07,0,0,1,1,0,0,1
54,168,0.59,0.09,0.02,0.01,0,0,0,0,0
255,17,0.07,0.07,0,0,1,1,0,0,1
255,2,0.01,0.05,0,0,1,1,0,0,1
68,255,1,0,0.01,0.03,0,0,0,0,0
255,1,0,0.09,0,0,1,1,0,0,1
21,3,0.14,0.24,0.05,0,0.33,1,0.05,0,1
255,199,0.78,0.01,0.01,0,0,0,0,0,0
255,8,0.03,0.08,0,0,1,1,0,0,1
255,1,0,0.89,0.88,0,0,0,0.88,1,1
255,255,1,0,0,0,0,0,0,0,0
255,4,0.02,0.07,0,0,1,1,0,0,1
255,134,0.53,0.01,0.53,0,0,0,0,0,1
255,1,0,1,0,0,0.08,0,0.92,1,1
1,54,1,0,1,0.13,0,0.02,0,0,1
1,73,1,0,1,0.51,0,0,0,0,1
255,3,0.01,0.11,0.28,0,0.22,0.67,0.06,0.33,1
255,9,0.04,0.05,0,0,1,1,0,0,1
255,255,1,0,0,0,0,0,0,0,0
81,255,1,0,0.01,0.01,0,0,0,0,0
255,4,0.02,0.08,0,0,1,1,0,0,1
28,255,1,0,0.04,0.03,0,0,0,0,0
255,16,0.06,0.07,0,0,1,1,0,0,1
194,190,0.98,0.01,0.01,0,0,0,0,0,0
41,8,0.02,0.07,0.02,0.38,0,0,0,0,0
255,17,0.07,0.06,0,0,1,1,0,0,1
165,255,1,0,0.01,0.03,0,0,0.01,0,0
255,2,0.01,0.08,0,0,1,1,0,0,1
255,255,1,0,0.01,0,0,0,0,0,0
255,29,0.11,0.05,0,0,0,0,1,1,1
255,255,1,0,0.01,0,0,0,0,0,0
78,2,0.03,0.12,0.08,0,0,0,0.08,0.5,1
115,166,0.51,0.1,0.01,0.01,0,0.01,0.03,0,1
130,1,0.01,0.05,0.01,0,0,0,0.01,1,0
255,3,0.01,0.07,0,0,0,0,1,1,1
255,20,0.08,0.05,0,0,1,1,0,0,1
255,255,1,0,0,0,0,0,0,0,0
